open,high,low,close
116.080002,117.580002,116.010002,117.220001
117.290001,117.980003,116.959999,117.559998
117.660004,118.639999,117.650002,118.43
117.940002,117.940002,117.290001,117.669998
116.580002,116.879997,115.690002,116.07
115.650002,116.18,114.589996,114.809998
114.389999,115.110001,113.669998,114.480003
114.889999,115.559998,114.459999,114.559998
113.720001,114.589996,112.889999,114.550003
114.410004,114.919998,113.68,114.059998
115.800003,116.449997,115.300003,115.300003
115.339996,115.410004,114.330002,115.080002
115.300003,115.879997,114.489998,114.629997
115.82,116.910004,115.730003,116.82
111.940002,114.040001,111.5,112.379997
111.07,111.07,108.190002,108.690002
109.650002,110.879997,109.57,110.370003
111.699997,113.050003,111.529999,112.879997
113.120003,115.019997,112.57,114.980003
115.050003,115.949997,114.800003,115.389999
115.019997,115.260002,113.07,113.690002
112.540001,114.010002,112.309998,113.889999
114.220001,114.989998,113.410004,114.129997
115.25,117.089996,115.150002,116.790001
117.559998,118.43,117.470001,118.139999
119.0,120.419998,118.830002,119.720001
120.330002,120.389999,118.949997,119.25
120.300003,120.360001,119.300003,119.370003
119.889999,120.040001,119.279999,119.699997
119.529999,120.349998,119.330002,119.900002
119.760002,119.970001,118.93,119.300003
119.550003,120.440002,118.940002,120.080002
120.010002,120.599998,119.25,119.510002
119.580002,120.650002,119.349998,120.400002
120.150002,120.459999,119.760002,120.220001
120.199997,120.970001,119.919998,120.800003
121.0,121.470001,120.349998,121.139999
120.879997,121.239998,120.529999,120.830002
120.709999,121.760002,120.050003,121.07
121.199997,121.699997,120.440002,121.169998
121.160004,121.209999,119.099998,119.480003
119.370003,120.5,119.099998,120.449997
120.449997,121.190002,120.260002,120.559998
121.339996,122.580002,120.970001,122.300003
122.349998,122.849998,122.029999,122.239998
122.269997,122.629997,122.139999,122.370003
122.379997,122.599998,121.150002,121.489998
122.029999,122.400002,121.57,122.07
121.830002,122.459999,121.629997,122.190002
122.459999,123.690002,122.43,123.400002
123.080002,123.120003,122.260002,122.400002
122.440002,122.5,121.330002,122.040001
122.080002,122.970001,122.040001,122.940002
122.769997,123.07,122.279999,122.940002
122.68,123.339996,122.330002,123.220001
123.610001,124.459999,123.610001,124.080002
123.940002,124.25,122.769997,123.07
122.620003,123.690002,122.610001,123.309998
123.449997,124.410004,122.300003,123.059998
123.269997,124.169998,123.239998,123.699997
123.830002,124.169998,123.379997,123.93
